"PostalCode"
"key","code","name","note",
"3117","1000 (PO Box Code)","1000 (PO Box Code) CULLINAN","1000 (PO Box Code) CULLINAN,-,Gauteng,South Africa",
"3116","1000 (Street Code)","1000 (Street Code) CULLINAN","1000 (Street Code) CULLINAN,-,Gauteng,South Africa",
"14852","1001 (PO Box Code)","1001 (PO Box Code) RAYTON","1001 (PO Box Code) RAYTON,-,Mpumalanga,South Africa",
"14851","1001 (Street Code)","1001 (Street Code) RAYTON","1001 (Street Code) RAYTON,-,Mpumalanga,South Africa",
"3365","1002 (PO Box Code)","1002 (PO Box Code) DE WAGENSDRIFT","1002 (PO Box Code) DE WAGENSDRIFT,CULLINAN,Gauteng,South Africa",
"14884","1003 (PO Box Code)","1003 (PO Box Code) REFILWE","1003 (PO Box Code) REFILWE,CULLINAN,Gauteng,South Africa",
"14956","1004 (PO Box Code)","1004 (PO Box Code) RETANG","1004 (PO Box Code) RETANG,CULLINAN,Gauteng,South Africa",
"18943","1005 (PO Box Code)","1005 (PO Box Code) VOORUITSTREWEND","1005 (PO Box Code) VOORUITSTREWEND,CULLINAN,Gauteng,South Africa",
"10009","1007 (PO Box Code)","1007 (PO Box Code) MAKULEKE","1007 (PO Box Code) MAKULEKE,MALAMULELE,Limpopo,South Africa",
"16362","1008 (PO Box Code)","1008 (PO Box Code) SHINGWEDZI","1008 (PO Box Code) SHINGWEDZI,MALAMULELE,Limpopo,South Africa",
"10093","101 (PO Box Code)","101 (PO Box Code) MAMELODI","101 (PO Box Code) MAMELODI,PRETORIA,Gauteng,South Africa",
"10747","102 (PO Box Code)","102 (PO Box Code) MENLO PARK","102 (PO Box Code) MENLO PARK,-,Gauteng,South Africa",
"8677","1022 (Street Code)","1022 (Street Code) KWAMHLANGA","1022 (Street Code) KWAMHLANGA,BRONKHORSTSPRUIT,Mpumalanga,South Africa",
"16631","1023 (PO Box Code)","1023 (PO Box Code) SOMAROBOGO","1023 (PO Box Code) SOMAROBOGO,KWAMHLANGA,Mpumalanga,South Africa",
"8619","1025 (PO Box Code)","1025 (PO Box Code) KWA-DIMA","1025 (PO Box Code) KWA-DIMA,BRONKHORSTSPRUIT,Mpumalanga,South Africa",
"14961","1026 (PO Box Code)","1026 (PO Box Code) RETHABISENG","1026 (PO Box Code) RETHABISENG,BRONKHORSTSPRUIT,Mpumalanga,South Africa",
"18703","1027 (PO Box Code)","1027 (PO Box Code) VALTAKI","1027 (PO Box Code) VALTAKI,BRONKHORSTSPRUIT,Mpumalanga,South Africa",
"4389","1028 (PO Box Code)","1028 (PO Box Code) EKANDUSTRIA","1028 (PO Box Code) EKANDUSTRIA,BRONKHORSTSPRUIT,Mpumalanga,South Africa",
"11230","1029 (PO Box Code)","1029 (PO Box Code) MOLOTO","1029 (PO Box Code) MOLOTO,Mpumalanga,South Africa",
"10816","103 (PO Box Code)","103 (PO Box Code) MEYERSPARK","103 (PO Box Code) MEYERSPARK,PRETORIA,Gauteng,South Africa",
"1357","1032 (PO Box Code)","1032 (PO Box Code) BLACKHILL","1032 (PO Box Code) BLACKHILL,WITBANK,Mpumalanga,South Africa",
"2844","1033 (PO Box Code)","1033 (PO Box Code) COALVILLE","1033 (PO Box Code) COALVILLE,WITBANK,Mpumalanga,South Africa",
"2788","1036 (PO Box Code)","1036 (PO Box Code) CLEWER","1036 (PO Box Code) CLEWER,WITBANK,Mpumalanga,South Africa",
"645","1037 (PO Box Code)","1037 (PO Box Code) BALMORAL","1037 (PO Box Code) BALMORAL,WITBANK,Mpumalanga,South Africa",
"9284","1038 (PO Box Code)","1038 (PO Box Code) LERAATSFONTEIN","1038 (PO Box Code) LERAATSFONTEIN,WITBANK,Mpumalanga,South Africa",
"3570","1042 (PO Box Code)","1042 (PO Box Code) DIE HEUWEL","1042 (PO Box Code) DIE HEUWEL,WITBANK,Mpumalanga,South Africa",
"15213","1042 (Street Code)","1042 (Street Code) RIVER CRESCENT","1042 (Street Code) RIVER CRESCENT,WITBANK,Mpumalanga,South Africa",
"16942","1043 (PO Box Code)","1043 (PO Box Code) STAALVELD","1043 (PO Box Code) STAALVELD,WITBANK,Mpumalanga,South Africa",
"6984","1045 (PO Box Code)","1045 (PO Box Code) HLALANIKAHLE","1045 (PO Box Code) HLALANIKAHLE,WITBANK,Mpumalanga,South Africa",
"9025","1046 (PO Box Code)","1046 (PO Box Code) LANGKLOOF","1046 (PO Box Code) LANGKLOOF,WITBANK,Mpumalanga,South Africa",
"16159","1047 (PO Box Code)","1047 (PO Box Code) SEHLAKWANE","1047 (PO Box Code) SEHLAKWANE,WITBANK,Mpumalanga,South Africa",
"13926","1048 (PO Box Code)","1048 (PO Box Code) PINE RIDGE","1048 (PO Box Code) PINE RIDGE,WITBANK,Mpumalanga,South Africa",
"11381","105 (PO Box Code)","105 (PO Box Code) MONUMENTPARK","105 (PO Box Code) MONUMENTPARK,PRETORIA,Gauteng,South Africa",
"10972","1050 (Street Code)","1050 (Street Code) MINERALIA","1050 (Street Code) MINERALIA,MIDDELBURG,Mpumalanga,South Africa",
"413","1051 (PO Box Code)","1051 (PO Box Code) ARNOT","1051 (PO Box Code) ARNOT,MIDDELBURG,Mpumalanga,South Africa",
"17062","1056 (PO Box Code)","1056 (PO Box Code) STOFFBERG","1056 (PO Box Code) STOFFBERG,MIDDELBURG,Mpumalanga,South Africa",
"12282","1058 (PO Box Code)","1058 (PO Box Code) NGWABE","1058 (PO Box Code) NGWABE,SEKHUKHUNE,Mpumalanga,South Africa",
"5251","106 (PO Box Code)","106 (PO Box Code) FIELD POST OFFICE 3","106 (PO Box Code) FIELD POST OFFICE 3,PRETORIA,Gauteng,South Africa",
"10461","1060 (PO Box Code)","1060 (PO Box Code) MASEMOLA","1060 (PO Box Code) MASEMOLA,GROBLERSDAL,North West Province,South Africa",
"5934","1061 (PO Box Code)","1061 (PO Box Code) GLEN COWIE","1061 (PO Box Code) GLEN COWIE,GROBLERSDAL,North West Province,South Africa",
"9970","1062 (PO Box Code)","1062 (PO Box Code) MAKADIKWE","1062 (PO Box Code) MAKADIKWE,MARBLE HALL,North West Province,South Africa",
"16173","1063 (PO Box Code)","1063 (PO Box Code) SEKWATI","1063 (PO Box Code) SEKWATI,SEKHUKHUNE,Mpumalanga,South Africa",
"8863","1065 (PO Box Code)","1065 (PO Box Code) LAERSDRIF","1065 (PO Box Code) LAERSDRIF,MIDDELBURG,Mpumalanga,South Africa",
"15513","1066 (PO Box Code)","1066 (PO Box Code) ROOSSENEKAL","1066 (PO Box Code) ROOSSENEKAL,MIDDELBURG,Mpumalanga,South Africa",
"10441","1067 (PO Box Code)","1067 (PO Box Code) MARULANENG","1067 (PO Box Code) MARULANENG,-,Mpumalanga,South Africa",
"5628","1068 (PO Box Code)","1068 (PO Box Code) GARAKGWADI","1068 (PO Box Code) GARAKGWADI,MIDDELBURG,Mpumalanga,South Africa",
"11726","1069 (PO Box Code)","1069 (PO Box Code) MPILO","1069 (PO Box Code) MPILO,MIDDELBURG,Mpumalanga,South Africa",
"52","1070 (PO Box Code)","1070 (PO Box Code) AERORAND","1070 (PO Box Code) AERORAND,MIDDELBURG,Mpumalanga,South Africa",
"10216","1071 (PO Box Code)","1071 (PO Box Code) MANOGE","1071 (PO Box Code) MANOGE,MIDDELBURG,Mpumalanga,South Africa",
"8642","1073 (Street Code)","1073 (Street Code) KWAGUQA","1073 (Street Code) KWAGUQA,WITBANK,Mpumalanga,South Africa",
"11177","1074 (PO Box Code)","1074 (PO Box Code) MOHLODI","1074 (PO Box Code) MOHLODI,WITBANK,Mpumalanga,South Africa",
"11654","1075 (PO Box Code)","1075 (PO Box Code) MOTSELEOPE","1075 (PO Box Code) MOTSELEOPE,WITBANK,Mpumalanga,South Africa",
"13422","1076 (PO Box Code)","1076 (PO Box Code) PAKANENG","1076 (PO Box Code) PAKANENG,WITBANK,Mpumalanga,South Africa",
"13818","1077 (PO Box Code)","1077 (PO Box Code) PHOKOANE","1077 (PO Box Code) PHOKOANE,WITBANK,Mpumalanga,South Africa",
"18303","1078 (PO Box Code)","1078 (PO Box Code) TSHWENENG","1078 (PO Box Code) TSHWENENG,MPUDULLE,Mpumalanga,South Africa",
"8508","1080 (PO Box Code)","1080 (PO Box Code) KRANSPOORT","1080 (PO Box Code) KRANSPOORT,WITBANK,Mpumalanga,South Africa",
"9461","1081 (PO Box Code)","1081 (PO Box Code) LODING","1081 (PO Box Code) LODING,WITBANK,Mpumalanga,South Africa",
"11711","1082 (PO Box Code)","1082 (PO Box Code) MPAKE","1082 (PO Box Code) MPAKE,WITBANK,Mpumalanga,South Africa",
"7550","1085 (PO Box Code)","1085 (PO Box Code) JANE FURSE HOSPITAL","1085 (PO Box Code) JANE FURSE HOSPITAL,BURGERSFORT,Mpumalanga,South Africa",
"14802","109 (PO Box Code)","109 (PO Box Code) RASLOUW","109 (PO Box Code) RASLOUW,WIERDAPARK,Gauteng,South Africa",
"10705","1090 (PO Box Code)","1090 (PO Box Code) MEERLUS","1090 (PO Box Code) MEERLUS,WITBANK,Mpumalanga,South Africa",
"6754","1095 (PO Box Code)","1095 (PO Box Code) HENDRINA","1095 (PO Box Code) HENDRINA,-,Mpumalanga,South Africa",
"6753","1095 (Street Code)","1095 (Street Code) HENDRINA","1095 (Street Code) HENDRINA,-,Mpumalanga,South Africa",
"14276","1096 (PO Box Code)","1096 (PO Box Code) PULLENS HOPE","1096 (PO Box Code) PULLENS HOPE,-,Mpumalanga,South Africa",
"14275","1096 (Street Code)","1096 (Street Code) PULLENS HOPE","1096 (Street Code) PULLENS HOPE,-,Mpumalanga,South Africa",
"15079","1097 (Street Code)","1097 (Street Code) RIETKUIL","1097 (Street Code) RIETKUIL,-,Mpumalanga,South Africa",
"2065","11 (PO Box Code)","11 (PO Box Code) BROOKLYN","11 (PO Box Code) BROOKLYN,PRETORIA,Gauteng,South Africa",
"13110","110 (PO Box Code)","110 (PO Box Code) ONDERSTEPOORT","110 (PO Box Code) ONDERSTEPOORT,PRETORIA,Gauteng,South Africa",
"20224","1101 (PO Box Code)","1101 (PO Box Code) WONDERFONTEIN","1101 (PO Box Code) WONDERFONTEIN,BELFAST,Mpumalanga,South Africa",
"16564","1102 (PO Box Code)","1102 (PO Box Code) SIYATHUTHUKA","1102 (PO Box Code) SIYATHUTHUKA,BELFAST,Mpumalanga,South Africa",
"16563","1102 (Street Code)","1102 (Street Code) SIYATHUTHUKA","1102 (Street Code) SIYATHUTHUKA,BELFAST,Mpumalanga,South Africa",
"4024","1110 (PO Box Code)","1110 (PO Box Code) DULLSTROOM","1110 (PO Box Code) DULLSTROOM,-,Mpumalanga,South Africa",
"18112","1111 (PO Box Code)","1111 (PO Box Code) TONTELDOOS","1111 (PO Box Code) TONTELDOOS,MIDDELBURG,Mpumalanga,South Africa",
"3958","1112 (PO Box Code)","1112 (PO Box Code) DRAAIKRAAL","1112 (PO Box Code) DRAAIKRAAL,WITBANK,Mpumalanga,South Africa",
"9653","1120 (Street Code)","1120 (Street Code) LYDENBURG","1120 (Street Code) LYDENBURG,-,Mpumalanga,South Africa",
"18205","1121 (PO Box Code)","1121 (PO Box Code) TSATE","1121 (PO Box Code) TSATE,BELFAST,Mpumalanga,South Africa",
"13053","1122 (PO Box Code)","1122 (PO Box Code) OHRIGSTAD","1122 (PO Box Code) OHRIGSTAD,LYDENBURG,Mpumalanga,South Africa",
"10471","1123 (PO Box Code)","1123 (PO Box Code) MASHISHING","1123 (PO Box Code) MASHISHING,LYDENBURG,Mpumalanga,South Africa",
"16171","1124 (PO Box Code)","1124 (PO Box Code) SEKHUKHUNE","1124 (PO Box Code) SEKHUKHUNE,-,Mpumalanga,South Africa",
"9746","1126 (PO Box Code)","1126 (PO Box Code) MABOLOKE","1126 (PO Box Code) MABOLOKE,LYDENBURG,Mpumalanga,South Africa",
"10200","1127 (PO Box Code)","1127 (PO Box Code) MANGANENG","1127 (PO Box Code) MANGANENG,SEKHUKHUNE,Mpumalanga,South Africa",
"11059","1128 (PO Box Code)","1128 (PO Box Code) MMUTLANE","1128 (PO Box Code) MMUTLANE,DRIEKOP,Mpumalanga,South Africa",
"3978","1129 (PO Box Code)","1129 (PO Box Code) DRIEKOP","1129 (PO Box Code) DRIEKOP,-,Mpumalanga,South Africa",
"5593","1130 (PO Box Code)","1130 (PO Box Code) GAMASHISHI","1130 (PO Box Code) GAMASHISHI,BELFAST,Mpumalanga,South Africa",
"15352","1131 (PO Box Code)","1131 (PO Box Code) ROKA MASHABELA","1131 (PO Box Code) ROKA MASHABELA,DRIEKOP,Mpumalanga,South Africa",
"8055","1132 (PO Box Code)","1132 (PO Box Code) KGAUTSWANE","1132 (PO Box Code) KGAUTSWANE,NELSPRUIT,Mpumalanga,South Africa",
"16978","1133 (PO Box Code)","1133 (PO Box Code) STEELPOORT","1133 (PO Box Code) STEELPOORT,-,Mpumalanga,South Africa",
"2312","1150 (PO Box Code)","1150 (PO Box Code) BURGERSFORT","1150 (PO Box Code) BURGERSFORT,-,Mpumalanga,South Africa",
"5591","1151 (PO Box Code)","1151 (PO Box Code) GAMAROTA","1151 (PO Box Code) GAMAROTA,BELFAST,Mpumalanga,South Africa",
"9719","1152 (PO Box Code)","1152 (PO Box Code) MAANDAGSHOEK","1152 (PO Box Code) MAANDAGSHOEK,BELFAST,Mpumalanga,South Africa",
"15008","1153 (PO Box Code)","1153 (PO Box Code) RIBA CROSS","1153 (PO Box Code) RIBA CROSS,BELFAST,Mpumalanga,South Africa",
"11577","1154 (PO Box Code)","1154 (PO Box Code) MOROKE","1154 (PO Box Code) MOROKE,PENGE,Mpumalanga,South Africa",
"9756","1155 (PO Box Code)","1155 (PO Box Code) MABUJA","1155 (PO Box Code) MABUJA,Mpumalanga,South Africa",
"13682","1160 (PO Box Code)","1160 (PO Box Code) PENGE","1160 (PO Box Code) PENGE,BURGERSFORT,Mpumalanga,South Africa",
"9763","1170 (PO Box Code)","1170 (PO Box Code) MACHADODORP","1170 (PO Box Code) MACHADODORP,-,Mpumalanga,South Africa",
"2399","119 (PO Box Code)","119 (PO Box Code) CANDLEWOOD","119 (PO Box Code) CANDLEWOOD,IRENE,Gauteng,South Africa",
"595","1190 (PO Box Code)","1190 (PO Box Code) BADPLAAS","1190 (PO Box Code) BADPLAAS,-,Mpumalanga,South Africa",
"4634","1192 (PO Box Code)","1192 (PO Box Code) ELUKWATINI","1192 (PO Box Code) ELUKWATINI,BELFAST,Mpumalanga,South Africa",
"8919","1193 (PO Box Code)","1193 (PO Box Code) LAMAGADLELA","1193 (PO Box Code) LAMAGADLELA,BELFAST,Mpumalanga,South Africa",
"1253","1194 (PO Box Code)","1194 (PO Box Code) BHEVULA","1194 (PO Box Code) BHEVULA,BELFAST,Mpumalanga,South Africa",
"19206","1195 (PO Box Code)","1195 (PO Box Code) WATERVAL-BOVEN","1195 (PO Box Code) WATERVAL-BOVEN,-,Mpumalanga,South Africa",
"17673","12 (PO Box Code)","12 (PO Box Code) TELKOM PLACE","12 (PO Box Code) TELKOM PLACE,PRETORIA,Gauteng,South Africa",
"768","1202 (PO Box Code)","1202 (PO Box Code) BARVALE","1202 (PO Box Code) BARVALE,NELSPRUIT,Mpumalanga,South Africa",
"10544","1203 (PO Box Code)","1203 (PO Box Code) MATSULU","1203 (PO Box Code) MATSULU,NELSPRUIT,Mpumalanga,South Africa",
"7877","1204 (PO Box Code)","1204 (PO Box Code) KARINO","1204 (PO Box Code) KARINO,NELSPRUIT,Mpumalanga,South Africa",
"10503","1205 (PO Box Code)","1205 (PO Box Code) MATAFFIN","1205 (PO Box Code) MATAFFIN,NELSPRUIT,Mpumalanga,South Africa",
"16691","1206 (PO Box Code)","1206 (PO Box Code) SONPARK","1206 (PO Box Code) SONPARK,NELSPRUIT,Mpumalanga,South Africa",
"16001","1207 (PO Box Code)","1207 (PO Box Code) SCHAGEN","1207 (PO Box Code) SCHAGEN,NELSPRUIT,Mpumalanga,South Africa",
"16000","1207 (Street Code)","1207 (Street Code) SCHAGEN","1207 (Street Code) SCHAGEN,NELSPRUIT,Mpumalanga,South Africa",
"4447","1208 (PO Box Code)","1208 (PO Box Code) ELANDSHOEK","1208 (PO Box Code) ELANDSHOEK,NELSPRUIT,Mpumalanga,South Africa",
"12263","1209 (PO Box Code)","1209 (PO Box Code) NGODWANA","1209 (PO Box Code) NGODWANA,NELSPRUIT,Mpumalanga,South Africa",
"14337","121 (PO Box Code)","121 (PO Box Code) QUEENSWOOD","121 (PO Box Code) QUEENSWOOD,PRETORIA,Gauteng,South Africa",
"19477","1211 (PO Box Code)","1211 (PO Box Code) WEST ACRES","1211 (PO Box Code) WEST ACRES,NELSPRUIT,Mpumalanga,South Africa",
"16665","1212 (PO Box Code)","1212 (PO Box Code) SONHEUWEL","1212 (PO Box Code) SONHEUWEL,NELSPRUIT,Mpumalanga,South Africa",
"16991","1213 (PO Box Code)","1213 (PO Box Code) STEILTES","1213 (PO Box Code) STEILTES,NELSPRUIT,Mpumalanga,South Africa",
"7835","1214 (Street Code)","1214 (Street Code) KANYAMAZANE","1214 (Street Code) KANYAMAZANE,-,Mpumalanga,South Africa",
"16380","1216 (PO Box Code)","1216 (PO Box Code) SIBUYILE","1216 (PO Box Code) SIBUYILE,KANYAMAZANE,Mpumalanga,South Africa",
"9606","1217 (PO Box Code)","1217 (PO Box Code) LUPHISA","1217 (PO Box Code) LUPHISA,KANYAMAZANE,Mpumalanga,South Africa",
"17916","1218 (PO Box Code)","1218 (PO Box Code) THE VILLAGE","1218 (PO Box Code) THE VILLAGE,NELSPRUIT,Mpumalanga,South Africa",
"988","1220 (PO Box Code)","1220 (PO Box Code) BENFARM","1220 (PO Box Code) BENFARM,NELSPRUIT,Mpumalanga,South Africa",
"9140","1222 (PO Box Code)","1222 (PO Box Code) LEGOGWE","1222 (PO Box Code) LEGOGWE,NELSPRUIT,Mpumalanga,South Africa",
"15353","1223 (PO Box Code)","1223 (PO Box Code) ROLLE","1223 (PO Box Code) ROLLE,NELSPRUIT,Mpumalanga,South Africa",
"18109","1224 (PO Box Code)","1224 (PO Box Code) TONGA-VIEW","1224 (PO Box Code) TONGA-VIEW,NELSPRUIT,Mpumalanga,South Africa",
"16616","1227 (PO Box Code)","1227 (PO Box Code) SOEKNOG","1227 (PO Box Code) SOEKNOG,ACORNHOEK,Mpumalanga,South Africa",
"8146","1241 (PO Box Code)","1241 (PO Box Code) KIEPERSOL","1241 (PO Box Code) KIEPERSOL,NELSPRUIT,Mpumalanga,South Africa",
"6662","1242 (PO Box Code)","1242 (PO Box Code) HAZYVIEW","1242 (PO Box Code) HAZYVIEW,-,Mpumalanga,South Africa",
"7705","1245 (PO Box Code)","1245 (PO Box Code) KABOKWENI","1245 (PO Box Code) KABOKWENI,WHITE RIVER,Mpumalanga,South Africa",
"6426","1247 (PO Box Code)","1247 (PO Box Code) GUTSHWA","1247 (PO Box Code) GUTSHWA,KABOKWENI,Mpumalanga,South Africa",
"6425","1247 (Street Code)","1247 (Street Code) GUTSHWA","1247 (Street Code) GUTSHWA,KABOKWENI,Mpumalanga,South Africa",
"12908","1248 (PO Box Code)","1248 (PO Box Code) NUMBI","1248 (PO Box Code) NUMBI,NELSPRUIT,Mpumalanga,South Africa",
"12966","1249 (PO Box Code)","1249 (PO Box Code) NYONGANE","1249 (PO Box Code) NYONGANE,NELSPRUIT,Mpumalanga,South Africa",
"15968","125 (Street Code)","125 (Street Code) SAULSVILLE","125 (Street Code) SAULSVILLE,PRETORIA,Gauteng,South Africa",
"2689","1250 (PO Box Code)","1250 (PO Box Code) CHWENI","1250 (PO Box Code) CHWENI,KABOKWENI,Mpumalanga,South Africa",
"9998","1251 (PO Box Code)","1251 (PO Box Code) MAKOKO","1251 (PO Box Code) MAKOKO,KABOKWENI,Mpumalanga,South Africa",
"4730","1252 (PO Box Code)","1252 (PO Box Code) EMBONISWENI","1252 (PO Box Code) EMBONISWENI,KABOKWENI,Mpumalanga,South Africa",
"9947","1253 (PO Box Code)","1253 (PO Box Code) MAHUSHU","1253 (PO Box Code) MAHUSHU,HAZYVIEW,Mpumalanga,South Africa",
"17534","1254 (PO Box Code)","1254 (PO Box Code) SWALALA","1254 (PO Box Code) SWALALA,WHITE RIVER,Mpumalanga,South Africa",
"3121","1255 (PO Box Code)","1255 (PO Box Code) CUNNING MOORE","1255 (PO Box Code) CUNNING MOORE,BUSHBUCKRIDGE,Mpumalanga,South Africa",
"10048","1256 (PO Box Code)","1256 (PO Box Code) MALEKUTU","1256 (PO Box Code) MALEKUTU,WHITE RIVER,Mpumalanga,South Africa",
"9139","1257 (PO Box Code)","1257 (PO Box Code) LEGOGOTE","1257 (PO Box Code) LEGOGOTE,-,Mpumalanga,South Africa",
"9822","1258 (PO Box Code)","1258 (PO Box Code) MADRAS","1258 (PO Box Code) MADRAS,-,Mpumalanga,South Africa",
"15732","1260 (Street Code)","1260 (Street Code) SABIE","1260 (Street Code) SABIE,Mpumalanga,South Africa",
"16448","127 (PO Box Code)","127 (PO Box Code) SILVERTON","127 (PO Box Code) SILVERTON,PRETORIA,Gauteng,South Africa",
"6232","1270 (Street Code)","1270 (Street Code) GRASKOP","1270 (Street Code) GRASKOP,-,Mpumalanga,South Africa",
"17755","1271 (PO Box Code)","1271 (PO Box Code) THABATLOU","1271 (PO Box Code) THABATLOU,GRASKOP,Mpumalanga,South Africa",
"10515","1274 (PO Box Code)","1274 (PO Box Code) MATIBIDI","1274 (PO Box Code) MATIBIDI,GRASKOP,Mpumalanga,South Africa",
"16488","128 (PO Box Code)","128 (PO Box Code) SIMFONIE","128 (PO Box Code) SIMFONIE,PRETORIA,Gauteng,South Africa",
"16328","1282 (PO Box Code)","1282 (PO Box Code) SHATALE","1282 (PO Box Code) SHATALE,BUSHBUCKRIDGE,Mpumalanga,South Africa",
"10562","1283 (PO Box Code)","1283 (PO Box Code) MAXAKENI","1283 (PO Box Code) MAXAKENI,BUSHBUCKRIDGE,Mpumalanga,South Africa",
"10375","1284 (PO Box Code)","1284 (PO Box Code) MARITE","1284 (PO Box Code) MARITE,BUSHBUCKRIDGE,Mpumalanga,South Africa",
"9834","1285 (PO Box Code)","1285 (PO Box Code) MAFEMANI","1285 (PO Box Code) MAFEMANI,BUSHBUCKRIDGE,Mpumalanga,South Africa",
"2347","1286 (PO Box Code)","1286 (PO Box Code) BUYISONTO","1286 (PO Box Code) BUYISONTO,BOSBOKRAND,Mpumalanga,South Africa",
"3074","1287 (PO Box Code)","1287 (PO Box Code) CROQUET LAWN","1287 (PO Box Code) CROQUET LAWN,XIMHUNGWE,Mpumalanga,South Africa",
"20386","1288 (PO Box Code)","1288 (PO Box Code) ZOEKNOG","1288 (PO Box Code) ZOEKNOG,NELSPRUIT,Mpumalanga,South Africa",
"7685","1289 (PO Box Code)","1289 (PO Box Code) JUSTICIA","1289 (PO Box Code) JUSTICIA,-,Mpumalanga,South Africa",
"16511","129 (PO Box Code)","129 (PO Box Code) SINOVILLE","129 (PO Box Code) SINOVILLE,PRETORIA,Gauteng,South Africa",
"9346","1291 (PO Box Code)","1291 (PO Box Code) LILYDALE","1291 (PO Box Code) LILYDALE,-,Mpumalanga,South Africa",
"7691","1295 (PO Box Code)","1295 (PO Box Code) KAAPMUIDEN","1295 (PO Box Code) KAAPMUIDEN,NELSPRUIT,Mpumalanga,South Africa",
"4415","1301 (PO Box Code)","1301 (PO Box Code) EKULINDENI","1301 (PO Box Code) EKULINDENI,BELFAST,Mpumalanga,South Africa",
"9574","1302 (PO Box Code)","1302 (PO Box Code) LOW'S CREEK","1302 (PO Box Code) LOW'S CREEK,NELSPRUIT,Mpumalanga,South Africa",
"18106","1303 (PO Box Code)","1303 (PO Box Code) TONETTI","1303 (PO Box Code) TONETTI,BARBERTON,Mpumalanga,South Africa",
"12498","1304 (PO Box Code)","1304 (PO Box Code) NOORDKAAP","1304 (PO Box Code) NOORDKAAP,NELSPRUIT,Mpumalanga,South Africa",
"3100","1307 (PO Box Code)","1307 (PO Box Code) CRYSBESTOS","1307 (PO Box Code) CRYSBESTOS,BARBERTON,Mpumalanga,South Africa",
"17457","132 (PO Box Code)","132 (PO Box Code) SUNNYSIDE","132 (PO Box Code) SUNNYSIDE,PRETORIA,Gauteng,South Africa",
"10049","1320 (PO Box Code)","1320 (PO Box Code) MALELANE","1320 (PO Box Code) MALELANE,-,Mpumalanga,South Africa",
"16385","1332 (PO Box Code)","1332 (PO Box Code) SIDLAMAFA","1332 (PO Box Code) SIDLAMAFA,SHONGWE MISSION,Mpumalanga,South Africa",
"7282","1333 (PO Box Code)","1333 (PO Box Code) IMBONGOZI","1333 (PO Box Code) IMBONGOZI,-,Mpumalanga,South Africa",
"9912","1334 (PO Box Code)","1334 (PO Box Code) MAGOGENI","1334 (PO Box Code) MAGOGENI,NELSPRUIT,Mpumalanga,South Africa",
"10604","1335 (PO Box Code)","1335 (PO Box Code) MBAMBISO","1335 (PO Box Code) MBAMBISO,SHONGWE MISSION,Mpumalanga,South Africa",
"16017","1336 (PO Box Code)","1336 (PO Box Code) SCHULZENDAL","1336 (PO Box Code) SCHULZENDAL,SHONGWE MISSION,Mpumalanga,South Africa",
"4639","1337 (PO Box Code)","1337 (PO Box Code) EMABONDVWENI","1337 (PO Box Code) EMABONDVWENI,SHONGWE MISSION,Mpumalanga,South Africa",
"18126","134 (PO Box Code)","134 (PO Box Code) TOTIUSDAL","134 (PO Box Code) TOTIUSDAL,PRETORIA,Gauteng,South Africa",
"8440","1340 (PO Box Code)","1340 (PO Box Code) KOMATIPOORT","1340 (PO Box Code) KOMATIPOORT,-,Mpumalanga,South Africa",
"8653","1341 (PO Box Code)","1341 (PO Box Code) KWALUGEDLANE","1341 (PO Box Code) KWALUGEDLANE,KOMATIPOORT,Mpumalanga,South Africa",
"10477","1342 (PO Box Code)","1342 (PO Box Code) MASIBEKELA","1342 (PO Box Code) MASIBEKELA,KOMATIPOORT,Mpumalanga,South Africa",
"7283","1343 (PO Box Code)","1343 (PO Box Code) IMBUZINI","1343 (PO Box Code) IMBUZINI,KOMATIPOORT,Mpumalanga,South Africa",
"10598","1344 (PO Box Code)","1344 (PO Box Code) MAZOLWANDLE","1344 (PO Box Code) MAZOLWANDLE,KOMATIPOORT,Mpumalanga,South Africa",
"12835","1345 (PO Box Code)","1345 (PO Box Code) NSIZWANE","1345 (PO Box Code) NSIZWANE,KOMATIPOORT,Mpumalanga,South Africa",
"18646","1346 (PO Box Code)","1346 (PO Box Code) UTHOKOZANI","1346 (PO Box Code) UTHOKOZANI,-,Mpumalanga,South Africa",
"16986","1347 (PO Box Code)","1347 (PO Box Code) STEENBOK","1347 (PO Box Code) STEENBOK,KWALUGEDLANE,Mpumalanga,South Africa",
"7159","1348 (PO Box Code)","1348 (PO Box Code) HOYI","1348 (PO Box Code) HOYI,KWALUGEDLANE,Mpumalanga,South Africa",
"16406","1349 (PO Box Code)","1349 (PO Box Code) SIHLANGU","1349 (PO Box Code) SIHLANGU,NELSPRUIT,Mpumalanga,South Africa",
"19219","135 (PO Box Code)","135 (PO Box Code) WAVERLEY","135 (PO Box Code) WAVERLEY,PRETORIA,Gauteng,South Africa",
"16579","1350 (PO Box Code)","1350 (PO Box Code) SKUKUZA","1350 (PO Box Code) SKUKUZA,NELSPRUIT,Mpumalanga,South Africa",
"2718","1351 (PO Box Code)","1351 (PO Box Code) CLANOR","1351 (PO Box Code) CLANOR,SKUKUZA,Mpumalanga,South Africa",
"11897","1352 (PO Box Code)","1352 (PO Box Code) MZINTI","1352 (PO Box Code) MZINTI,KWALUGEDLANE,Mpumalanga,South Africa",
"10021","1353 (PO Box Code)","1353 (PO Box Code) MALAMALA","1353 (PO Box Code) MALAMALA,SKUKUZA,Mpumalanga,South Africa",
